event_id,click_timestamp,ad_revenue
Campaign_863,2024-11-03T19:21:28,7.51
Campaign_75,2024-11-13T17:30:44,7.12
Campaign_496,2024-11-18T11:54:14,4.45
Campaign_9,2024-11-25T20:58:06,8.53
Campaign_9,2024-11-25T20:58:06,8.53
Campaign_897,2024-11-13T18:16:28,4.49
Campaign_203,2024-10-29T04:26:15,4.69
Campaign_203,2024-10-29T04:26:15,4.69
Campaign_532,2024-11-15T12:37:29,2.01
Campaign_532,2024-11-15T12:37:29,2.01
Campaign_934,2024-12-24T01:40:27,5.24
Campaign_833,2024-10-24T11:17:09,8.14
Campaign_833,2024-10-24T11:17:09,8.14
Campaign_983,2024-11-13T01:00:22,4.02
Campaign_494,2024-10-31T00:10:35,2.23
Campaign_546,2024-10-24T07:14:48,7.72
Campaign_625,2024-12-01T07:37:46,5.4
Campaign_804,2024-11-07T21:58:22,1.64
Campaign_804,2024-11-07T21:58:22,1.64
Campaign_147,2024-11-07T02:21:12,1.89
Campaign_147,2024-11-07T02:21:12,1.89
Campaign_147,2024-11-07T02:21:12,1.89
Campaign_772,2024-11-02T12:14:43,7.01
Campaign_772,2024-11-02T12:14:43,7.01
Campaign_129,2024-10-15T22:44:38,4.26
Campaign_129,2024-10-15T22:44:38,4.26
Campaign_129,2024-10-15T22:44:38,4.26
Campaign_129,2024-10-15T22:44:38,4.26
Campaign_206,2024-10-22T11:36:51,8.59
Campaign_692,2024-11-02T23:09:46,5.2
Campaign_838,2024-11-03T01:58:50,2.9
Campaign_328,2024-11-13T15:57:40,8.28
Campaign_328,2024-11-13T15:57:40,8.28
Campaign_100,2024-11-03T23:27:55,7.8
Campaign_955,2024-11-16T06:27:18,8.95
Campaign_363,2024-11-27T23:56:05,5.25
Campaign_637,2024-10-19T20:17:30,4.61
Campaign_27,2024-10-18T13:45:14,7.39
Campaign_27,2024-10-18T13:45:14,7.39
Campaign_10,2024-11-06T16:43:46,1.7
Campaign_335,2024-11-20T20:17:49,1.31
Campaign_795,2024-11-04T12:43:27,5.28
Campaign_795,2024-11-04T12:43:27,5.28
Campaign_595,2024-11-04T10:19:28,3.85
Campaign_144,2024-11-06T22:10:33,9.81
Campaign_144,2024-11-06T22:10:33,9.81
Campaign_144,2024-11-06T22:10:33,9.81
Campaign_441,2024-10-19T10:20:59,9.46
Campaign_441,2024-10-19T10:20:59,9.46
Campaign_579,2024-10-03T15:34:40,2.77
Campaign_605,2024-10-23T08:06:09,9.26
Campaign_605,2024-10-23T08:06:09,9.26
Campaign_772,2024-11-04T16:59:10,1.22
Campaign_772,2024-11-04T16:59:10,1.22
Campaign_897,2024-11-03T18:00:32,5.73
Campaign_603,2024-10-31T07:38:24,2.71
Campaign_939,2024-10-31T02:55:38,9.21
Campaign_855,2024-11-25T08:40:24,9.57
Campaign_687,2024-10-15T22:54:29,3.22
Campaign_780,2024-10-15T21:22:26,8.78
Campaign_780,2024-10-15T21:22:26,8.78
Campaign_780,2024-10-15T21:22:26,8.78
Campaign_577,2024-10-27T13:49:27,3.16
Campaign_924,2024-11-06T20:56:25,7.08
Campaign_924,2024-11-06T20:56:25,7.08
Campaign_924,2024-11-06T20:56:25,7.08
Campaign_213,2024-10-15T00:40:37,5.04
Campaign_213,2024-10-15T00:40:37,5.04
Campaign_213,2024-10-15T00:40:37,5.04
Campaign_895,2024-11-30T16:29:26,7.12
Campaign_535,2024-11-04T02:21:22,8.26
Campaign_272,2024-10-29T13:02:27,7.96
Campaign_218,2024-10-19T13:51:06,8.46
Campaign_161,2024-11-06T18:54:33,9.85
Campaign_102,2024-10-23T16:10:37,7.35
Campaign_102,2024-10-23T16:10:37,7.35
Campaign_330,2024-12-02T16:29:48,3.1
Campaign_966,2024-10-28T07:51:10,2.12
Campaign_966,2024-10-28T07:51:10,2.12
Campaign_314,2024-10-23T19:53:34,9.01
Campaign_314,2024-10-23T19:53:34,9.01
Campaign_826,2024-12-05T03:19:03,5.12
Campaign_151,2024-10-25T13:11:36,9.0
Campaign_151,2024-10-25T13:11:36,9.0
Campaign_646,2024-12-01T12:43:07,4.62
Campaign_646,2024-12-01T12:43:07,4.62
Campaign_672,2024-10-18T13:26:45,7.82
Campaign_352,2024-11-01T01:17:40,8.47
Campaign_352,2024-11-01T01:17:40,8.47
Campaign_44,2024-11-04T15:58:18,5.36
Campaign_914,2024-11-24T04:29:12,5.08
Campaign_558,2024-10-06T17:47:32,3.06
Campaign_459,2024-11-05T08:38:24,5.62
Campaign_459,2024-11-05T08:38:24,5.62
Campaign_39,2024-11-02T22:15:14,8.07
Campaign_39,2024-11-02T22:15:14,8.07
Campaign_760,2024-11-07T06:32:03,2.44
Campaign_760,2024-11-07T06:32:03,2.44
Campaign_253,2024-10-27T05:53:42,1.85
Campaign_69,2024-11-21T14:00:55,4.8
Campaign_772,2024-11-13T11:08:55,8.03
Campaign_772,2024-11-13T11:08:55,8.03
Campaign_598,2024-10-09T02:28:49,3.82
Campaign_598,2024-10-09T02:28:49,3.82
Campaign_277,2024-11-30T20:36:29,7.42
Campaign_148,2024-11-03T03:41:23,1.32
Campaign_76,2024-10-23T03:53:40,6.21
Campaign_76,2024-10-23T03:53:40,6.21
Campaign_954,2024-11-15T05:57:52,8.95
Campaign_954,2024-11-15T05:57:52,8.95
Campaign_954,2024-11-15T05:57:52,8.95
Campaign_120,2024-10-21T11:22:58,5.82
Campaign_316,2024-11-23T11:34:03,3.83
Campaign_261,2024-11-02T05:24:15,7.47
Campaign_876,2024-10-21T21:31:38,8.72
Campaign_385,2024-11-11T04:18:29,8.5
Campaign_385,2024-11-11T04:18:29,8.5
Campaign_871,2024-10-31T07:01:43,1.03
Campaign_103,2024-11-11T17:39:15,5.21
Campaign_374,2024-11-05T15:49:50,0.65
Campaign_374,2024-11-05T15:49:50,0.65
Campaign_574,2024-10-17T14:22:41,3.07
Campaign_394,2024-11-26T23:32:30,9.46
Campaign_394,2024-11-26T23:32:30,9.46
Campaign_907,2024-10-20T12:48:50,3.31
Campaign_907,2024-10-20T12:48:50,3.31
Campaign_907,2024-10-20T12:48:50,3.31
Campaign_907,2024-10-20T12:48:50,3.31
Campaign_532,2024-10-27T10:09:10,5.05
Campaign_532,2024-10-27T10:09:10,5.05
Campaign_214,2024-10-18T08:57:24,5.89
Campaign_214,2024-10-18T08:57:24,5.89
Campaign_696,2024-11-27T18:50:19,7.18
Campaign_517,2024-10-30T10:04:51,2.66
Campaign_34,2024-10-27T20:28:02,8.79
Campaign_180,2024-10-25T17:45:59,8.05
Campaign_180,2024-10-25T17:45:59,8.05
Campaign_353,2024-10-14T01:41:34,0.86
Campaign_353,2024-10-14T01:41:34,0.86
Campaign_353,2024-10-14T01:41:34,0.86
Campaign_353,2024-10-14T01:41:34,0.86
Campaign_764,2024-11-06T09:39:27,3.84
Campaign_182,2024-10-10T12:40:49,7.05
Campaign_182,2024-10-10T12:40:49,7.05
Campaign_644,2024-11-04T01:12:00,9.35
Campaign_644,2024-11-04T01:12:00,9.35
Campaign_290,2024-10-25T20:03:21,6.18
Campaign_290,2024-10-25T20:03:21,6.18
Campaign_631,2024-11-30T15:23:35,5.42
Campaign_73,2024-10-10T07:35:01,5.43
Campaign_40,2024-10-31T13:09:41,4.35
Campaign_40,2024-10-31T13:09:41,4.35
Campaign_40,2024-10-31T13:09:41,4.35
Campaign_591,2024-10-07T09:54:18,1.32
Campaign_591,2024-10-07T09:54:18,1.32
Campaign_603,2024-11-11T07:56:24,6.02
Campaign_646,2024-10-20T06:48:38,3.56
Campaign_646,2024-10-20T06:48:38,3.56
Campaign_902,2024-11-27T23:49:46,4.47
Campaign_907,2024-10-17T10:52:35,0.55
Campaign_907,2024-10-17T10:52:35,0.55
Campaign_907,2024-10-17T10:52:35,0.55
Campaign_907,2024-10-17T10:52:35,0.55
Campaign_284,2024-10-18T06:43:17,1.42
Campaign_127,2024-10-24T21:44:27,9.45
Campaign_341,2024-11-03T16:20:05,3.12
Campaign_157,2024-11-09T00:47:25,8.27
Campaign_939,2024-10-15T00:29:23,9.55
Campaign_647,2024-11-06T22:57:06,4.07
Campaign_647,2024-11-06T22:57:06,4.07
Campaign_366,2024-10-25T06:48:02,5.4
Campaign_516,2024-11-19T19:38:53,2.63
Campaign_943,2024-11-27T16:21:45,4.47
Campaign_943,2024-11-27T16:21:45,4.47
Campaign_281,2024-10-30T23:18:31,1.8
Campaign_76,2024-10-18T01:35:14,4.4
Campaign_76,2024-10-18T01:35:14,4.4
Campaign_970,2024-10-17T05:40:38,5.95
Campaign_970,2024-10-17T05:40:38,5.95
Campaign_11,2024-11-17T09:57:45,2.58
Campaign_471,2024-10-30T10:04:36,3.62
Campaign_97,2024-11-30T02:52:17,1.04
Campaign_97,2024-11-30T02:52:17,1.04
Campaign_652,2024-11-09T04:41:19,9.49
Campaign_264,2024-10-08T15:45:04,1.97
Campaign_162,2024-10-11T17:16:13,8.7
Campaign_504,2024-10-29T05:46:59,4.03
Campaign_504,2024-10-29T05:46:59,4.03
Campaign_504,2024-10-29T05:46:59,4.03
Campaign_900,2024-10-14T04:16:16,8.91
Campaign_512,2024-11-05T06:55:59,4.09
Campaign_666,2024-12-07T21:59:09,9.87
Campaign_4,2024-10-24T02:32:51,6.24
Campaign_843,2024-10-20T01:22:45,4.01
Campaign_727,2024-10-06T16:26:15,6.57
Campaign_409,2024-11-25T00:01:49,2.13
Campaign_793,2024-10-30T03:18:30,7.79
Campaign_793,2024-10-30T03:18:30,7.79
Campaign_578,2024-11-01T22:00:26,8.6
Campaign_669,2024-10-16T22:26:11,6.36
Campaign_847,2024-11-02T00:22:51,6.16
Campaign_116,2024-11-08T09:06:20,2.76
Campaign_116,2024-11-08T09:06:20,2.76
Campaign_116,2024-11-08T09:06:20,2.76
Campaign_178,2024-10-12T21:33:20,3.71
Campaign_490,2024-10-17T19:56:36,0.85
Campaign_176,2024-11-28T06:43:01,9.04
Campaign_600,2024-10-23T14:32:04,1.49
Campaign_600,2024-10-23T14:32:04,1.49
Campaign_768,2024-10-30T11:00:41,2.71
Campaign_240,2024-10-22T23:31:49,5.47
Campaign_727,2024-10-16T19:21:12,6.75
Campaign_979,2024-10-25T17:06:31,1.25
Campaign_13,2024-10-28T01:51:58,3.65
Campaign_46,2024-11-04T07:46:00,9.17
Campaign_46,2024-11-04T07:46:00,9.17
Campaign_46,2024-11-04T07:46:00,9.17
Campaign_995,2024-11-04T14:38:00,1.8
Campaign_995,2024-11-04T14:38:00,1.8
Campaign_995,2024-11-04T14:38:00,1.8
Campaign_367,2024-11-12T16:54:18,2.44
Campaign_192,2024-10-23T16:24:04,9.89
Campaign_192,2024-10-23T16:24:04,9.89
Campaign_625,2024-12-09T18:11:57,1.93
Campaign_490,2024-11-04T02:04:45,6.51
Campaign_380,2024-12-21T06:09:39,6.04
Campaign_454,2024-11-14T13:07:23,3.76
Campaign_454,2024-11-14T13:07:23,3.76
Campaign_489,2024-12-01T19:05:11,9.01
Campaign_489,2024-12-01T19:05:11,9.01
Campaign_948,2024-11-06T11:42:56,4.86
Campaign_273,2024-10-16T16:02:54,9.2
Campaign_273,2024-10-16T16:02:54,9.2
Campaign_250,2024-11-25T16:10:40,4.49
Campaign_250,2024-11-25T16:10:40,4.49
Campaign_729,2024-11-01T13:46:11,9.39
Campaign_420,2024-10-03T04:56:46,9.87
Campaign_420,2024-10-03T04:56:46,9.87
Campaign_193,2024-11-09T23:51:42,4.14
Campaign_150,2024-12-04T04:06:13,7.09
Campaign_150,2024-12-04T04:06:13,7.09
Campaign_34,2024-10-25T10:33:22,8.44
Campaign_377,2024-10-15T12:34:36,10.0
Campaign_377,2024-10-15T12:34:36,10.0
Campaign_377,2024-10-15T12:34:36,10.0
Campaign_873,2024-12-01T05:20:24,2.83
Campaign_306,2024-10-27T04:13:24,2.66
Campaign_306,2024-10-27T04:13:24,2.66
Campaign_306,2024-10-27T04:13:24,2.66
Campaign_522,2024-10-25T02:50:55,3.97
Campaign_921,2024-10-23T02:54:58,2.27
Campaign_150,2024-11-18T09:46:10,4.01
Campaign_150,2024-11-18T09:46:10,4.01
Campaign_251,2024-10-19T16:02:12,9.03
Campaign_453,2024-10-24T15:13:22,5.4
Campaign_119,2024-11-14T14:12:25,8.31
Campaign_840,2024-10-12T13:03:07,4.8
Campaign_840,2024-10-12T13:03:07,4.8
Campaign_76,2024-10-12T12:41:09,9.22
Campaign_76,2024-10-12T12:41:09,9.22
Campaign_754,2024-10-25T14:31:26,1.3
Campaign_473,2024-10-08T15:35:59,2.73
Campaign_473,2024-10-08T15:35:59,2.73
Campaign_405,2024-10-28T12:21:56,3.48
Campaign_982,2024-11-21T04:40:35,8.62
Campaign_679,2024-10-15T08:14:51,1.21
Campaign_321,2024-11-26T23:56:16,2.0
Campaign_321,2024-11-26T23:56:16,2.0
Campaign_321,2024-11-26T23:56:16,2.0
Campaign_521,2024-10-19T21:18:49,7.76
Campaign_210,2024-11-08T04:54:49,1.83
Campaign_210,2024-11-08T04:54:49,1.83
Campaign_406,2024-11-12T06:10:33,7.92
Campaign_750,2024-11-01T00:34:06,2.92
Campaign_750,2024-11-01T00:34:06,2.92
Campaign_429,2024-11-05T16:31:07,8.24
Campaign_43,2024-11-04T17:28:49,4.51
Campaign_43,2024-11-04T17:28:49,4.51
Campaign_43,2024-11-04T17:28:49,4.51
Campaign_43,2024-11-04T17:28:49,4.51
Campaign_690,2024-10-28T11:49:39,6.2
Campaign_690,2024-10-28T11:49:39,6.2
Campaign_153,2024-11-08T05:07:23,5.79
Campaign_153,2024-11-08T05:07:23,5.79
Campaign_505,2024-10-12T21:45:12,1.29
Campaign_505,2024-10-12T21:45:12,1.29
Campaign_472,2024-10-17T19:01:08,3.76
Campaign_472,2024-10-17T19:01:08,3.76
Campaign_472,2024-10-17T19:01:08,3.76
Campaign_472,2024-10-17T19:01:08,3.76
Campaign_925,2024-10-14T12:41:41,3.08
Campaign_925,2024-10-14T12:41:41,3.08
Campaign_925,2024-10-14T12:41:41,3.08
Campaign_925,2024-10-14T12:41:41,3.08
Campaign_925,2024-10-14T12:41:41,3.08
Campaign_957,2024-11-14T13:15:47,1.94
Campaign_957,2024-11-14T13:15:47,1.94
Campaign_609,2024-11-10T07:37:07,5.2
Campaign_885,2024-11-20T01:54:22,6.04
Campaign_461,2024-11-23T22:11:56,2.72
Campaign_461,2024-11-23T22:11:56,2.72
Campaign_199,2024-10-31T21:01:16,2.9
Campaign_991,2024-10-31T15:45:03,9.1
Campaign_111,2024-10-19T20:53:52,7.68
Campaign_390,2024-11-11T23:23:52,5.03
Campaign_999,2024-11-01T12:31:33,2.95
Campaign_999,2024-11-01T12:31:33,2.95
Campaign_999,2024-11-01T12:31:33,2.95
Campaign_996,2024-10-09T08:25:15,0.61
Campaign_996,2024-10-09T08:25:15,0.61
Campaign_17,2024-11-04T07:50:51,1.92
Campaign_156,2024-10-31T18:39:24,5.5
Campaign_156,2024-10-31T18:39:24,5.5
Campaign_689,2024-10-18T17:46:02,1.94
Campaign_947,2024-11-01T05:33:30,7.66
Campaign_882,2024-11-26T23:28:30,1.53
Campaign_617,2024-10-30T16:13:51,5.5
Campaign_617,2024-10-30T16:13:51,5.5
Campaign_617,2024-10-30T16:13:51,5.5
Campaign_617,2024-10-30T16:13:51,5.5
Campaign_305,2024-11-05T02:45:18,9.69
Campaign_305,2024-11-05T02:45:18,9.69
Campaign_305,2024-11-05T02:45:18,9.69
Campaign_728,2024-11-11T15:13:02,5.13
Campaign_267,2024-10-31T14:35:22,3.41
Campaign_16,2024-10-31T03:36:11,8.66
Campaign_16,2024-10-31T03:36:11,8.66
Campaign_16,2024-10-31T03:36:11,8.66
Campaign_578,2024-11-08T13:47:21,1.25
Campaign_93,2024-10-26T12:04:51,1.74
Campaign_93,2024-10-26T12:04:51,1.74
Campaign_280,2024-11-23T15:52:41,5.79
Campaign_280,2024-11-23T15:52:41,5.79
Campaign_1006,2024-10-25T09:10:41,1.18
Campaign_1006,2024-10-25T09:10:41,1.18
Campaign_1006,2024-10-25T09:10:41,1.18
Campaign_529,2024-11-08T02:10:57,7.22
Campaign_720,2024-11-20T23:35:15,1.43
Campaign_720,2024-11-20T23:35:15,1.43
Campaign_264,2024-10-22T20:29:51,0.58
Campaign_634,2024-11-10T11:58:22,2.29
Campaign_634,2024-11-10T11:58:22,2.29
Campaign_125,2024-11-06T15:36:29,7.77
Campaign_125,2024-11-06T15:36:29,7.77
Campaign_899,2024-10-27T08:50:54,4.37
Campaign_496,2024-10-26T12:35:43,2.5
Campaign_278,2024-11-06T00:08:44,0.99
Campaign_345,2024-10-24T06:43:18,8.44
Campaign_395,2024-10-16T05:55:07,1.74
Campaign_395,2024-10-16T05:55:07,1.74
Campaign_395,2024-10-16T05:55:07,1.74
Campaign_395,2024-10-16T05:55:07,1.74
Campaign_367,2024-11-14T13:23:28,2.5
Campaign_225,2024-11-02T03:31:35,2.18
Campaign_225,2024-11-02T03:31:35,2.18
Campaign_825,2024-11-16T15:16:15,8.65
Campaign_825,2024-11-16T15:16:15,8.65
Campaign_1013,2024-10-22T05:41:50,1.59
Campaign_315,2024-11-18T15:27:07,4.23
Campaign_956,2024-10-26T05:52:42,1.26
Campaign_100,2024-10-21T19:57:04,7.22
Campaign_998,2024-10-16T16:02:06,1.54
Campaign_998,2024-10-16T16:02:06,1.54
Campaign_439,2024-11-27T14:55:41,5.88
Campaign_439,2024-11-27T14:55:41,5.88
Campaign_617,2024-11-10T15:41:05,3.26
Campaign_617,2024-11-10T15:41:05,3.26
Campaign_617,2024-11-10T15:41:05,3.26
Campaign_617,2024-11-10T15:41:05,3.26
Campaign_849,2024-11-17T14:20:33,5.59
Campaign_849,2024-11-17T14:20:33,5.59
Campaign_775,2024-10-10T14:16:16,1.04
Campaign_119,2024-11-11T14:08:52,6.06
Campaign_342,2024-10-23T21:59:30,8.0
Campaign_839,2024-10-20T03:18:42,8.71
Campaign_575,2024-11-03T07:46:11,4.82
Campaign_575,2024-11-03T07:46:11,4.82
Campaign_575,2024-11-03T07:46:11,4.82
Campaign_474,2024-10-17T10:13:29,1.61
Campaign_474,2024-10-17T10:13:29,1.61
Campaign_474,2024-10-17T10:13:29,1.61
Campaign_474,2024-10-17T10:13:29,1.61
Campaign_121,2024-10-10T16:14:01,4.67
Campaign_121,2024-10-10T16:14:01,4.67
Campaign_537,2024-10-24T02:30:39,0.73
Campaign_432,2024-10-19T08:33:59,8.8
Campaign_432,2024-10-19T08:33:59,8.8
Campaign_628,2024-10-30T13:41:43,3.53
Campaign_417,2024-10-23T22:10:03,4.26
Campaign_417,2024-10-23T22:10:03,4.26
Campaign_533,2024-10-15T01:25:09,4.29
Campaign_533,2024-10-15T01:25:09,4.29
Campaign_14,2024-10-20T12:20:33,5.79
Campaign_14,2024-10-20T12:20:33,5.79
Campaign_820,2024-10-26T06:46:03,9.88
Campaign_820,2024-10-26T06:46:03,9.88
Campaign_820,2024-10-26T06:46:03,9.88
Campaign_176,2024-11-15T03:23:34,2.31
Campaign_944,2024-12-15T01:32:55,0.67
Campaign_944,2024-12-15T01:32:55,0.67
Campaign_682,2024-10-19T11:11:17,1.18
Campaign_302,2024-12-01T09:53:18,5.54
Campaign_362,2024-11-07T20:32:55,8.61
Campaign_32,2024-10-29T23:28:52,5.75
Campaign_428,2024-10-28T10:20:15,1.15
Campaign_114,2024-11-21T21:09:53,8.45
Campaign_263,2024-11-21T03:46:14,4.98
Campaign_951,2024-10-11T23:22:06,5.91
Campaign_951,2024-10-11T23:22:06,5.91
Campaign_951,2024-10-11T23:22:06,5.91
Campaign_489,2024-10-30T15:21:37,2.8
Campaign_489,2024-10-30T15:21:37,2.8
Campaign_360,2024-12-03T08:21:29,5.82
Campaign_360,2024-12-03T08:21:29,5.82
Campaign_946,2024-10-21T11:51:43,9.13
Campaign_509,2024-10-26T11:45:41,3.92
Campaign_893,2024-11-02T14:51:49,2.58
Campaign_815,2024-10-13T17:04:35,4.4
Campaign_517,2024-11-11T23:09:47,7.3
Campaign_581,2024-10-11T08:20:43,7.84
Campaign_581,2024-10-11T08:20:43,7.84
Campaign_976,2024-10-08T18:07:01,5.47
Campaign_696,2024-11-12T17:13:14,4.52
Campaign_22,2024-11-16T17:45:24,5.43
Campaign_889,2024-11-22T19:21:57,3.79
Campaign_889,2024-11-22T19:21:57,3.79
Campaign_391,2024-11-02T11:47:29,5.97
Campaign_391,2024-11-02T11:47:29,5.97
Campaign_391,2024-11-02T11:47:29,5.97
Campaign_1002,2024-10-20T00:24:19,2.88
Campaign_1002,2024-10-20T00:24:19,2.88
Campaign_147,2024-11-06T16:34:08,7.13
Campaign_147,2024-11-06T16:34:08,7.13
Campaign_147,2024-11-06T16:34:08,7.13
Campaign_376,2024-11-08T22:12:41,1.88
Campaign_376,2024-11-08T22:12:41,1.88
Campaign_376,2024-11-08T22:12:41,1.88
Campaign_828,2024-10-20T09:24:24,4.53
Campaign_828,2024-10-20T09:24:24,4.53
Campaign_918,2024-11-16T05:41:03,4.01
Campaign_816,2024-10-18T23:25:26,6.67
Campaign_816,2024-10-18T23:25:26,6.67
Campaign_305,2024-11-05T01:32:03,7.97
Campaign_305,2024-11-05T01:32:03,7.97
Campaign_305,2024-11-05T01:32:03,7.97
Campaign_407,2024-10-15T11:59:20,1.56
Campaign_244,2024-12-02T01:35:29,1.24
Campaign_369,2024-11-01T12:00:02,7.06
Campaign_404,2024-11-17T06:58:40,0.92
Campaign_179,2024-11-06T19:49:48,7.07
Campaign_240,2024-11-05T09:22:06,2.31
Campaign_486,2024-11-27T20:34:16,1.26
Campaign_486,2024-11-27T20:34:16,1.26
Campaign_147,2024-11-15T02:15:00,2.79
Campaign_147,2024-11-15T02:15:00,2.79
Campaign_147,2024-11-15T02:15:00,2.79
Campaign_1011,2024-10-22T09:48:03,7.86
Campaign_632,2024-11-11T22:05:23,1.66
Campaign_4,2024-11-05T08:45:10,5.4
Campaign_90,2024-11-22T23:57:43,6.14
Campaign_90,2024-11-22T23:57:43,6.14
Campaign_37,2024-10-22T00:41:53,2.91
Campaign_37,2024-10-22T00:41:53,2.91
Campaign_37,2024-10-22T00:41:53,2.91
Campaign_37,2024-10-22T00:41:53,2.91
Campaign_617,2024-12-11T23:11:22,9.94
Campaign_617,2024-12-11T23:11:22,9.94
Campaign_617,2024-12-11T23:11:22,9.94
Campaign_617,2024-12-11T23:11:22,9.94
Campaign_594,2024-10-16T12:36:15,2.39
Campaign_594,2024-10-16T12:36:15,2.39
Campaign_881,2024-11-05T10:26:08,6.51
Campaign_427,2024-10-31T17:11:51,7.03
Campaign_427,2024-10-31T17:11:51,7.03
Campaign_699,2024-10-21T00:54:37,5.59
Campaign_655,2024-10-19T19:54:05,3.62
Campaign_881,2024-11-17T23:38:35,3.45
Campaign_100,2024-10-21T05:16:43,5.88
Campaign_387,2024-10-30T07:16:11,7.49
Campaign_387,2024-10-30T07:16:11,7.49
Campaign_363,2024-11-12T14:58:41,4.5
Campaign_114,2024-10-22T06:51:51,3.62
Campaign_411,2024-10-27T06:44:31,5.36
Campaign_411,2024-10-27T06:44:31,5.36
Campaign_411,2024-10-27T06:44:31,5.36
Campaign_411,2024-10-27T06:44:31,5.36
Campaign_35,2024-11-08T17:04:35,5.69
Campaign_839,2024-11-18T06:09:58,6.36
Campaign_37,2024-10-26T03:46:24,1.49
Campaign_37,2024-10-26T03:46:24,1.49
Campaign_37,2024-10-26T03:46:24,1.49
Campaign_37,2024-10-26T03:46:24,1.49
Campaign_989,2024-10-24T22:35:07,7.59
Campaign_989,2024-10-24T22:35:07,7.59
Campaign_989,2024-10-24T22:35:07,7.59
Campaign_627,2024-10-09T20:05:49,3.27
Campaign_839,2024-11-17T09:40:02,9.93
Campaign_632,2024-11-14T10:58:03,6.33
Campaign_783,2024-11-25T06:21:48,8.43
Campaign_369,2024-10-14T17:04:33,4.56
Campaign_486,2024-10-25T11:57:15,3.14
Campaign_486,2024-10-25T11:57:15,3.14
Campaign_786,2024-11-04T13:12:47,8.29
Campaign_786,2024-11-04T13:12:47,8.29
Campaign_370,2024-10-30T04:07:17,1.53
Campaign_438,2024-10-18T15:21:51,0.54
Campaign_438,2024-10-18T15:21:51,0.54
Campaign_438,2024-10-18T15:21:51,0.54
Campaign_220,2024-11-19T13:40:16,6.9
Campaign_199,2024-11-06T05:14:54,9.71
Campaign_259,2024-10-28T23:23:44,7.2
Campaign_883,2024-11-26T00:46:27,3.61
Campaign_1001,2024-12-29T05:47:53,5.14
Campaign_1001,2024-12-29T05:47:53,5.14
Campaign_740,2024-11-15T15:12:35,2.57
Campaign_173,2024-10-31T14:48:01,9.69
Campaign_173,2024-10-31T14:48:01,9.69
Campaign_173,2024-10-31T14:48:01,9.69
Campaign_852,2024-10-25T15:22:19,4.86
Campaign_852,2024-10-25T15:22:19,4.86
Campaign_852,2024-10-25T15:22:19,4.86
Campaign_370,2024-11-11T05:08:00,4.89
Campaign_228,2024-11-05T14:20:10,4.14
Campaign_228,2024-11-05T14:20:10,4.14
Campaign_515,2024-11-13T02:19:13,8.38
Campaign_515,2024-11-13T02:19:13,8.38
Campaign_515,2024-11-13T02:19:13,8.38
Campaign_976,2024-10-06T22:23:17,6.68
Campaign_158,2024-10-28T21:45:42,9.77
Campaign_611,2024-11-03T19:21:25,6.23
Campaign_687,2024-11-06T14:22:31,9.0
Campaign_455,2024-11-07T20:53:58,0.78
Campaign_455,2024-11-07T20:53:58,0.78
Campaign_842,2024-10-16T20:20:25,9.5
Campaign_480,2024-11-22T07:39:28,6.51
Campaign_439,2024-11-04T03:30:33,7.72
Campaign_439,2024-11-04T03:30:33,7.72
Campaign_578,2024-11-10T23:15:03,3.02
Campaign_896,2024-11-06T01:10:59,1.48
Campaign_896,2024-11-06T01:10:59,1.48
Campaign_776,2024-11-13T11:50:37,3.7
Campaign_776,2024-11-13T11:50:37,3.7
Campaign_982,2024-11-19T15:24:16,5.1
Campaign_747,2024-11-12T12:03:35,9.0
Campaign_8,2024-10-15T01:00:17,6.99
Campaign_172,2024-12-14T00:11:11,4.05
Campaign_172,2024-12-14T00:11:11,4.05
Campaign_76,2024-10-23T08:34:40,8.76
Campaign_76,2024-10-23T08:34:40,8.76
Campaign_207,2024-11-27T01:59:18,1.47
Campaign_226,2024-11-18T06:33:11,0.64
Campaign_676,2024-12-01T04:23:25,8.51
Campaign_676,2024-12-01T04:23:25,8.51
Campaign_843,2024-11-08T05:06:22,9.39
Campaign_302,2024-11-29T16:05:26,6.9
Campaign_69,2024-10-25T22:24:26,2.71
Campaign_793,2024-10-31T14:34:00,3.9
Campaign_793,2024-10-31T14:34:00,3.9
Campaign_56,2024-11-10T12:52:46,1.16
Campaign_263,2024-11-09T18:20:16,8.11
Campaign_844,2024-10-19T08:04:54,8.97
Campaign_55,2024-10-08T14:01:44,2.12
Campaign_121,2024-10-05T13:02:17,3.47
Campaign_121,2024-10-05T13:02:17,3.47
Campaign_808,2024-11-22T02:16:10,8.3
Campaign_940,2024-10-16T22:51:57,8.03
Campaign_940,2024-10-16T22:51:57,8.03
Campaign_330,2024-11-21T05:15:55,9.73
Campaign_541,2024-12-23T11:06:22,7.79
Campaign_541,2024-12-23T11:06:22,7.79
Campaign_541,2024-12-23T11:06:22,7.79
Campaign_1011,2024-10-30T08:12:22,3.04
Campaign_180,2024-10-17T20:25:01,5.15
Campaign_180,2024-10-17T20:25:01,5.15
Campaign_262,2024-11-19T09:55:09,1.69
Campaign_732,2024-11-02T17:43:48,3.63
Campaign_732,2024-11-02T17:43:48,3.63
Campaign_655,2024-11-21T21:18:28,6.06
Campaign_798,2024-11-20T13:24:45,2.02
Campaign_843,2024-11-15T16:00:33,4.14
Campaign_908,2024-10-13T01:22:56,3.66
Campaign_408,2024-11-04T04:30:47,9.46
